latitude,longitude,error_m,bathymetry
41.33796866822955,-70.55108817042584,4.702587721823382,-12.304816881847922
41.33796406946159,-70.55112686183242,4.731177158645422,-12.314036342358852
41.337946322982724,-70.5511757959475,4.759077510115737,-12.327060143487419
41.3379378252746,-70.55121872803247,4.734244490106158,-12.336707753551467
41.33792373757258,-70.55126542986545,4.736844867462101,-12.348187758399327
41.33791353254457,-70.55131665100018,4.691293237002093,-12.359916255675838
41.3379128785983,-70.55135831581833,4.809246396515463,-12.368255288447191
41.3379001858883,-70.55142365971166,4.7474629037642275,-12.383969941763464
41.33790372869878,-70.55145844536308,4.744111191853521,-12.390914489191577
41.33789628103657,-70.55150749039684,4.751934870779501,-12.403179136061976
41.33788995093037,-70.55154988804973,4.716901862816143,-12.41404749245068
41.33788296680536,-70.55159897502797,4.863051424053256,-12.426841830061834
41.33786309752002,-70.55164936213471,4.786539941975681,-12.442496732586656
41.33784533192804,-70.55170190499557,4.790766992883547,-12.458568545085615
41.337827669925986,-70.55175166303692,4.596600465382542,-12.47414561087074
41.3378236878831,-70.55178704865237,4.574981678078242,-12.483612190841377
41.3378070842606,-70.55183414850573,4.605425845031739,-12.498471069653123
41.33779270070842,-70.55188571733382,4.57227444428999,-12.51398226798889
41.33778428846134,-70.55192199224159,4.621714395897731,-12.524484180315532
41.3377615933517,-70.55196687921246,4.654610208674898,-12.540130524417844
41.3377400048474,-70.55200571168835,4.623106121286968,-12.554191521376165
41.3377240080612,-70.55203862744689,4.690166346037536,-12.565567502266239
41.33769778609745,-70.55208198720511,4.69448547325356,-12.581673550495967
41.33766977754817,-70.55213366092063,4.679810597269713,-12.599803923075584
41.33764458938671,-70.5521828748947,4.6369056380626965,-12.616348146040421
41.33762479508753,-70.55222889383957,4.5811815901065955,-12.630458431703108
41.33761129990105,-70.55226992883587,4.511739532513759,-12.641558455567024
41.337593237461626,-70.55232300264336,4.487252059327411,-12.65545390544203
41.337584345939,-70.55236145608467,4.433984387606335,-12.663888875603158
41.33757175006698,-70.55241371929353,4.517951830314829,-12.674350961583974
41.33756333285669,-70.55245161287203,4.492818867373746,-12.680416989237049
41.337554730140745,-70.55249888764274,4.487675169302232,-12.68581267094026
